,State,Year,Quarter,District_Pincode,Registered_User
1410,odisha,2021,2,751006,87528
1411,odisha,2021,2,753001,82375
1412,odisha,2021,2,760001,81360
1413,odisha,2021,2,751012,75248
1414,odisha,2021,2,756001,74777
1415,odisha,2021,2,751003,71314
1416,odisha,2021,2,752001,70847
1417,odisha,2021,2,751019,69825
1418,odisha,2021,4,751002,113032
1419,odisha,2021,4,751024,105857
1420,odisha,2021,4,751006,99613
1421,odisha,2021,4,753001,94137
1422,odisha,2021,4,760001,92651
1423,odisha,2021,4,751012,85593
1424,odisha,2021,4,756001,85311
1425,odisha,2021,4,751003,81290
1426,odisha,2021,4,752001,80864
1427,odisha,2021,4,751019,79669
1428,odisha,2021,3,751002,106076
1429,odisha,2021,3,751024,99369
1430,odisha,2021,3,751006,93529
1431,odisha,2021,3,753001,88199
1432,odisha,2021,3,760001,86980
1433,odisha,2021,3,751012,80366
1434,odisha,2021,3,756001,80060
1435,odisha,2021,3,751003,76274
1436,odisha,2021,3,752001,75916
1437,odisha,2021,3,751019,74760
1438,odisha,2018,1,751024,20624
1439,odisha,2018,1,751012,19414
1440,odisha,2018,1,751002,19137
1441,odisha,2018,1,760001,18195
1442,odisha,2018,1,751006,17601
1443,odisha,2018,1,756001,17451
1444,odisha,2018,1,751003,16391
1445,odisha,2018,1,751019,14672
1446,odisha,2018,1,751013,14292
1447,odisha,2018,1,751007,14267
1448,odisha,2018,2,751024,27037
1449,odisha,2018,2,751002,25379
1450,odisha,2018,2,751012,24805
1451,odisha,2018,2,760001,23382
1452,odisha,2018,2,751006,23371
1453,odisha,2018,2,756001,23237
1454,odisha,2018,2,751003,21019
1455,odisha,2018,2,751019,19055
1456,odisha,2018,2,753001,18920
1457,odisha,2018,2,751007,18456
1458,odisha,2018,4,751024,41412
1459,odisha,2018,4,751002,38919
1460,odisha,2018,4,751012,36501
1461,odisha,2018,4,756001,35417
1462,odisha,2018,4,751006,35365
1463,odisha,2018,4,760001,34895
1464,odisha,2018,4,751003,31663
1465,odisha,2018,4,753001,29776
1466,odisha,2018,4,751019,28694
1467,odisha,2018,4,751007,28305
1468,odisha,2018,3,751024,32884
1469,odisha,2018,3,751002,31103
1470,odisha,2018,3,751012,29858
1471,odisha,2018,3,756001,29096
1472,odisha,2018,3,760001,28489
1473,odisha,2018,3,751006,28340
1474,odisha,2018,3,751003,25477
1475,odisha,2018,3,753001,23504
1476,odisha,2018,3,751019,23269
1477,odisha,2018,3,751007,22631
1478,odisha,2022,1,751002,119601
1479,odisha,2022,1,751024,111933
1480,odisha,2022,1,751006,105312
1481,odisha,2022,1,753001,99711
1482,odisha,2022,1,760001,98015
1483,odisha,2022,1,751012,90516
1484,odisha,2022,1,756001,90352
1485,odisha,2022,1,751003,85966
1486,odisha,2022,1,752001,85664
1487,odisha,2022,1,751019,84327
1488,odisha,2022,2,751002,125902
1489,odisha,2022,2,751024,117692
1490,odisha,2022,2,751006,110806
1491,odisha,2022,2,753001,105041
1492,odisha,2022,2,760001,103200
1493,odisha,2022,2,751012,95281
1494,odisha,2022,2,756001,95184
1495,odisha,2022,2,751003,90465
1496,odisha,2022,2,752001,90234
1497,odisha,2022,2,751019,88799
1498,odisha,2022,4,751002,138929
1499,odisha,2022,4,751024,129787
1500,odisha,2022,4,751006,122327
1501,odisha,2022,4,753001,116189
1502,odisha,2022,4,760001,114159
1503,odisha,2022,4,756001,105514
1504,odisha,2022,4,751012,105097
1505,odisha,2022,4,751003,99818
1506,odisha,2022,4,752001,99796
1507,odisha,2022,4,751019,98050
1508,odisha,2022,3,751002,132413
1509,odisha,2022,3,751024,123769
1510,odisha,2022,3,751006,116476
1511,odisha,2022,3,753001,110631
1512,odisha,2022,3,760001,108625
1513,odisha,2022,3,756001,100305
1514,odisha,2022,3,751012,100176
1515,odisha,2022,3,751003,95083
1516,odisha,2022,3,752001,94975
1517,odisha,2022,3,751019,93433
1518,chandigarh,2023,1,160101,93655
1519,chandigarh,2023,1,160002,81021
1520,chandigarh,2023,1,160036,68977
1521,chandigarh,2023,1,160047,65836
1522,chandigarh,2023,1,160022,49605
1523,chandigarh,2023,1,160014,47548
1524,chandigarh,2023,1,160030,23910
1525,chandigarh,2023,1,160015,23885
1526,chandigarh,2023,1,160011,22909
1527,chandigarh,2023,1,160019,22767
1528,chandigarh,2023,2,160101,97213
1529,chandigarh,2023,2,160002,84151
1530,chandigarh,2023,2,160036,71473
1531,chandigarh,2023,2,160047,68217
1532,chandigarh,2023,2,160022,51332
1533,chandigarh,2023,2,160014,49435
1534,chandigarh,2023,2,160030,24769
1535,chandigarh,2023,2,160015,24711
1536,chandigarh,2023,2,160011,23730
1537,chandigarh,2023,2,160019,23569
1538,chandigarh,2020,1,160101,43456
1539,chandigarh,2020,1,160002,37722
1540,chandigarh,2020,1,160036,33042
1541,chandigarh,2020,1,160047,31101
1542,chandigarh,2020,1,160022,25119
1543,chandigarh,2020,1,160014,21073
1544,chandigarh,2020,1,160011,12511
1545,chandigarh,2020,1,160015,12196
1546,chandigarh,2020,1,160030,11732
1547,chandigarh,2020,1,160019,11241
1548,chandigarh,2020,2,160101,47100
1549,chandigarh,2020,2,160002,40795
1550,chandigarh,2020,2,160036,35489
1551,chandigarh,2020,2,160047,33566
1552,chandigarh,2020,2,160022,26409
1553,chandigarh,2020,2,160014,23291
1554,chandigarh,2020,2,160011,13058
1555,chandigarh,2020,2,160015,12817
1556,chandigarh,2020,2,160030,12456
1557,chandigarh,2020,2,160019,11973
1558,chandigarh,2020,4,160101,55221
1559,chandigarh,2020,4,160002,47806
1560,chandigarh,2020,4,160036,41473
1561,chandigarh,2020,4,160047,39470
1562,chandigarh,2020,4,160022,30329
1563,chandigarh,2020,4,160014,27809
1564,chandigarh,2020,4,160015,14608
1565,chandigarh,2020,4,160030,14336
1566,chandigarh,2020,4,160011,14092
1567,chandigarh,2020,4,160019,13806
1568,chandigarh,2020,3,160101,50901
1569,chandigarh,2020,3,160002,44149
1570,chandigarh,2020,3,160036,38339
1571,chandigarh,2020,3,160047,36323
1572,chandigarh,2020,3,160022,28178
1573,chandigarh,2020,3,160014,25601
1574,chandigarh,2020,3,160015,13598
1575,chandigarh,2020,3,160011,13532
1576,chandigarh,2020,3,160030,13346
1577,chandigarh,2020,3,160019,12815
1578,chandigarh,2019,1,160101,29177
1579,chandigarh,2019,1,160002,25286
1580,chandigarh,2019,1,160036,22093
1581,chandigarh,2019,1,160047,20696
1582,chandigarh,2019,1,160022,17171
1583,chandigarh,2019,1,160014,13548
1584,chandigarh,2019,1,160015,8582
1585,chandigarh,2019,1,160030,8239
1586,chandigarh,2019,1,160019,7885
1587,chandigarh,2019,1,160020,7361
1588,chandigarh,2019,2,160101,33226
1589,chandigarh,2019,2,160002,28840
1590,chandigarh,2019,2,160036,25318
1591,chandigarh,2019,2,160047,23915
1592,chandigarh,2019,2,160022,19707
1593,chandigarh,2019,2,160014,15583
1594,chandigarh,2019,2,160015,9647
1595,chandigarh,2019,2,160030,9337
1596,chandigarh,2019,2,160011,8964
1597,chandigarh,2019,2,160019,8898
1598,chandigarh,2019,4,160101,39986
1599,chandigarh,2019,4,160002,34899
1600,chandigarh,2019,4,160036,30449
1601,chandigarh,2019,4,160047,28715
1602,chandigarh,2019,4,160022,23574
1603,chandigarh,2019,4,160014,19040
1604,chandigarh,2019,4,160011,11692
1605,chandigarh,2019,4,160015,11476
1606,chandigarh,2019,4,160030,10959
1607,chandigarh,2019,4,160019,10540
1608,chandigarh,2019,3,160101,36777
1609,chandigarh,2019,3,160002,31994
1610,chandigarh,2019,3,160036,28167
1611,chandigarh,2019,3,160047,26498
1612,chandigarh,2019,3,160022,21892
1613,chandigarh,2019,3,160014,17435
1614,chandigarh,2019,3,160011,10735
1615,chandigarh,2019,3,160015,10628
1616,chandigarh,2019,3,160030,10239
1617,chandigarh,2019,3,160019,9821
1618,chandigarh,2021,1,160101,59366
1619,chandigarh,2021,1,160002,51384
1620,chandigarh,2021,1,160036,44518
1621,chandigarh,2021,1,160047,42473
1622,chandigarh,2021,1,160022,32441
1623,chandigarh,2021,1,160014,29983
1624,chandigarh,2021,1,160015,15642
1625,chandigarh,2021,1,160030,15357
1626,chandigarh,2021,1,160011,14949
1627,chandigarh,2021,1,160019,14773
1628,chandigarh,2021,2,160101,63492
1629,chandigarh,2021,2,160002,54973
1630,chandigarh,2021,2,160036,47535
1631,chandigarh,2021,2,160047,45337
1632,chandigarh,2021,2,160022,34573
1633,chandigarh,2021,2,160014,32068
1634,chandigarh,2021,2,160015,16673
1635,chandigarh,2021,2,160030,16402
1636,chandigarh,2021,2,160011,15925
1637,chandigarh,2021,2,160019,15784
1638,chandigarh,2021,4,160101,72637
1639,chandigarh,2021,4,160002,62969
1640,chandigarh,2021,4,160036,54223
1641,chandigarh,2021,4,160047,51660
1642,chandigarh,2021,4,160022,39282
1643,chandigarh,2021,4,160014,36857
1644,chandigarh,2021,4,160015,18899
1645,chandigarh,2021,4,160030,18735
1646,chandigarh,2021,4,160011,18061
1647,chandigarh,2021,4,160019,17944
1648,chandigarh,2021,3,160101,68033
1649,chandigarh,2021,3,160002,58992
1650,chandigarh,2021,3,160036,50920
1651,chandigarh,2021,3,160047,48505
1652,chandigarh,2021,3,160022,36978
1653,chandigarh,2021,3,160014,34469
1654,chandigarh,2021,3,160015,17785
1655,chandigarh,2021,3,160030,17596
1656,chandigarh,2021,3,160011,16987
1657,chandigarh,2021,3,160019,16871
1658,chandigarh,2018,1,160101,11805
1659,chandigarh,2018,1,160002,10228
1660,chandigarh,2018,1,160036,9118
1661,chandigarh,2018,1,160047,8701
1662,chandigarh,2018,1,160022,7205
1663,chandigarh,2018,1,160014,5082
1664,chandigarh,2018,1,160015,3791
1665,chandigarh,2018,1,160030,3568
1666,chandigarh,2018,1,160019,3384
1667,chandigarh,2018,1,160020,3161
1668,chandigarh,2018,2,160101,15846
1669,chandigarh,2018,2,160002,13532
1670,chandigarh,2018,2,160036,12172
1671,chandigarh,2018,2,160047,11636
1672,chandigarh,2018,2,160022,9558
1673,chandigarh,2018,2,160014,7019
1674,chandigarh,2018,2,160015,4883
1675,chandigarh,2018,2,160030,4840
1676,chandigarh,2018,2,160019,4407
1677,chandigarh,2018,2,160020,4165
1678,chandigarh,2018,4,160101,24670
1679,chandigarh,2018,4,160002,21350
1680,chandigarh,2018,4,160036,18721
1681,chandigarh,2018,4,160047,17732
1682,chandigarh,2018,4,160022,14640
1683,chandigarh,2018,4,160014,11285
1684,chandigarh,2018,4,160015,7435
1685,chandigarh,2018,4,160030,7194
1686,chandigarh,2018,4,160019,6759
1687,chandigarh,2018,4,160020,6374
1688,chandigarh,2018,3,160101,19810
1689,chandigarh,2018,3,160002,16929
1690,chandigarh,2018,3,160036,15103
1691,chandigarh,2018,3,160047,14492
1692,chandigarh,2018,3,160022,11963
1693,chandigarh,2018,3,160014,8884
1694,chandigarh,2018,3,160015,6087
1695,chandigarh,2018,3,160030,5895
1696,chandigarh,2018,3,160019,5610
1697,chandigarh,2018,3,160020,5211
1698,chandigarh,2022,1,160101,76960
1699,chandigarh,2022,1,160002,66680
1700,chandigarh,2022,1,160036,57265
1701,chandigarh,2022,1,160047,54598
1702,chandigarh,2022,1,160022,41445
1703,chandigarh,2022,1,160014,39045
1704,chandigarh,2022,1,160015,19940
1705,chandigarh,2022,1,160030,19799
1706,chandigarh,2022,1,160011,19085
1707,chandigarh,2022,1,160019,18943
1708,chandigarh,2022,2,160101,81030
1709,chandigarh,2022,2,160002,70202
1710,chandigarh,2022,2,160036,60207
1711,chandigarh,2022,2,160047,57439
1712,chandigarh,2022,2,160022,43479
1713,chandigarh,2022,2,160014,41121
1714,chandigarh,2022,2,160015,20944
1715,chandigarh,2022,2,160030,20822
1716,chandigarh,2022,2,160011,20043
1717,chandigarh,2022,2,160019,19907
1718,chandigarh,2022,4,160101,89650
1719,chandigarh,2022,4,160002,77592
1720,chandigarh,2022,4,160036,66174
1721,chandigarh,2022,4,160047,63191
1722,chandigarh,2022,4,160022,47654
1723,chandigarh,2022,4,160014,45488
1724,chandigarh,2022,4,160015,22959
1725,chandigarh,2022,4,160030,22922
1726,chandigarh,2022,4,160011,22005
1727,chandigarh,2022,4,160019,21875
1728,chandigarh,2022,3,160101,85368
1729,chandigarh,2022,3,160002,73870
1730,chandigarh,2022,3,160036,63231
1731,chandigarh,2022,3,160047,60295
1732,chandigarh,2022,3,160022,45609
1733,chandigarh,2022,3,160014,43314
1734,chandigarh,2022,3,160015,21953
1735,chandigarh,2022,3,160030,21889
1736,chandigarh,2022,3,160011,21003
1737,chandigarh,2022,3,160019,20886
1738,sikkim,2023,1,737101,39951
1739,sikkim,2023,1,737102,27829
1740,sikkim,2023,1,737134,25736
1741,sikkim,2023,1,737132,21376
1742,sikkim,2023,1,737126,19329
1743,sikkim,2023,1,737135,18992
1744,sikkim,2023,1,737113,14738
1745,sikkim,2023,1,737121,12726
1746,sikkim,2023,1,737120,11868
1747,sikkim,2023,1,737103,10158
1748,sikkim,2023,2,737101,41406
1749,sikkim,2023,2,737102,28847
1750,sikkim,2023,2,737134,26811
1751,sikkim,2023,2,737132,22234
1752,sikkim,2023,2,737126,20106
1753,sikkim,2023,2,737135,19740
1754,sikkim,2023,2,737113,15390
1755,sikkim,2023,2,737121,13276
1756,sikkim,2023,2,737120,12382
1757,sikkim,2023,2,737103,10586
1758,sikkim,2020,1,737101,17139
1759,sikkim,2020,1,737102,12201
1760,sikkim,2020,1,737134,10222
1761,sikkim,2020,1,737132,9292
1762,sikkim,2020,1,737135,8051
1763,sikkim,2020,1,737126,7462
1764,sikkim,2020,1,737113,5869
1765,sikkim,2020,1,737120,5305
1766,sikkim,2020,1,737121,4720
1767,sikkim,2020,1,737103,4434
1768,sikkim,2020,2,737101,19227
1769,sikkim,2020,2,737102,13610
1770,sikkim,2020,2,737134,11915
1771,sikkim,2020,2,737132,10447
1772,sikkim,2020,2,737135,9160
1773,sikkim,2020,2,737126,8958
1774,sikkim,2020,2,737113,6822
1775,sikkim,2020,2,737120,5833
1776,sikkim,2020,2,737121,5749
1777,sikkim,2020,2,737103,4938
1778,sikkim,2020,4,737101,23744
1779,sikkim,2020,4,737102,16577
1780,sikkim,2020,4,737134,15077
1781,sikkim,2020,4,737132,12638
1782,sikkim,2020,4,737126,11350
1783,sikkim,2020,4,737135,11169
1784,sikkim,2020,4,737113,8583
1785,sikkim,2020,4,737121,7474
1786,sikkim,2020,4,737120,6926
1787,sikkim,2020,4,737103,5977
1788,sikkim,2020,3,737101,21525
1789,sikkim,2020,3,737102,15094
1790,sikkim,2020,3,737134,13624
1791,sikkim,2020,3,737132,11586
1792,sikkim,2020,3,737135,10222
1793,sikkim,2020,3,737126,10158
1794,sikkim,2020,3,737113,7782
1795,sikkim,2020,3,737121,6733
1796,sikkim,2020,3,737120,6342
1797,sikkim,2020,3,737103,5456
1798,sikkim,2019,1,737101,9811
1799,sikkim,2019,1,737102,7390
1800,sikkim,2019,1,737132,5823
1801,sikkim,2019,1,737134,5484
1802,sikkim,2019,1,737135,4863
1803,sikkim,2019,1,737126,3693
1804,sikkim,2019,1,737120,3393
1805,sikkim,2019,1,737113,3139
1806,sikkim,2019,1,737103,2669
1807,sikkim,2019,1,737136,2338
1808,sikkim,2019,2,737101,11751
1809,sikkim,2019,2,737102,8730
1810,sikkim,2019,2,737132,6732
1811,sikkim,2019,2,737134,6641
1812,sikkim,2019,2,737135,5696
1813,sikkim,2019,2,737126,4655
1814,sikkim,2019,2,737120,3941
1815,sikkim,2019,2,737113,3858
1816,sikkim,2019,2,737103,3239
1817,sikkim,2019,2,737121,2827
1818,sikkim,2019,4,737101,15223
1819,sikkim,2019,4,737102,11002
1820,sikkim,2019,4,737134,8964
1821,sikkim,2019,4,737132,8456
1822,sikkim,2019,4,737135,7240
1823,sikkim,2019,4,737126,6464
1824,sikkim,2019,4,737113,5181
1825,sikkim,2019,4,737120,4869
1826,sikkim,2019,4,737103,3999
1827,sikkim,2019,4,737121,3995
1828,sikkim,2019,3,737101,13584
1829,sikkim,2019,3,737102,9884
1830,sikkim,2019,3,737134,7809
1831,sikkim,2019,3,737132,7615
1832,sikkim,2019,3,737135,6481
1833,sikkim,2019,3,737126,5557
1834,sikkim,2019,3,737113,4526
1835,sikkim,2019,3,737120,4413
1836,sikkim,2019,3,737103,3643
1837,sikkim,2019,3,737121,3356
1838,sikkim,2021,1,737101,25663
1839,sikkim,2021,1,737102,17843
1840,sikkim,2021,1,737134,16236
1841,sikkim,2021,1,737132,13649
1842,sikkim,2021,1,737126,12273
1843,sikkim,2021,1,737135,12017
1844,sikkim,2021,1,737113,9258
1845,sikkim,2021,1,737121,8095
1846,sikkim,2021,1,737120,7423
1847,sikkim,2021,1,737103,6443
1848,sikkim,2021,2,737101,27441
1849,sikkim,2021,2,737102,19098
1850,sikkim,2021,2,737134,17409
1851,sikkim,2021,2,737132,14618
1852,sikkim,2021,2,737126,13159
1853,sikkim,2021,2,737135,12879
1854,sikkim,2021,2,737113,9970
1855,sikkim,2021,2,737121,8689
1856,sikkim,2021,2,737120,7948
1857,sikkim,2021,2,737103,6915
1858,sikkim,2021,4,737101,31343
1859,sikkim,2021,4,737102,21810
1860,sikkim,2021,4,737134,20001
1861,sikkim,2021,4,737132,16715
1862,sikkim,2021,4,737126,15175
1863,sikkim,2021,4,737135,14764
1864,sikkim,2021,4,737113,11524
1865,sikkim,2021,4,737121,10012
1866,sikkim,2021,4,737120,9245
1867,sikkim,2021,4,737103,7965
1868,sikkim,2021,3,737101,29396
1869,sikkim,2021,3,737102,20468
1870,sikkim,2021,3,737134,18740
1871,sikkim,2021,3,737132,15682
1872,sikkim,2021,3,737126,14145
1873,sikkim,2021,3,737135,13811
1874,sikkim,2021,3,737113,10760
1875,sikkim,2021,3,737121,9361
1876,sikkim,2021,3,737120,8604
1877,sikkim,2021,3,737103,7436
1878,sikkim,2018,1,737101,3490
1879,sikkim,2018,1,737102,2643
1880,sikkim,2018,1,737132,2313
1881,sikkim,2018,1,737135,1769
1882,sikkim,2018,1,737134,1743
1883,sikkim,2018,1,737126,1175
1884,sikkim,2018,1,737113,1019
1885,sikkim,2018,1,737120,994
1886,sikkim,2018,1,737136,931
1887,sikkim,2018,1,737103,856
1888,sikkim,2018,2,737101,4767
1889,sikkim,2018,2,737102,3632
1890,sikkim,2018,2,737132,3280
1891,sikkim,2018,2,737134,2541
1892,sikkim,2018,2,737135,2447
1893,sikkim,2018,2,737126,1652
1894,sikkim,2018,2,737120,1495
1895,sikkim,2018,2,737113,1414
1896,sikkim,2018,2,737136,1257
1897,sikkim,2018,2,737103,1181
1898,sikkim,2018,4,737101,8184
1899,sikkim,2018,4,737102,6096
1900,sikkim,2018,4,737132,4951
1901,sikkim,2018,4,737134,4401
1902,sikkim,2018,4,737135,4040
1903,sikkim,2018,4,737126,3058
1904,sikkim,2018,4,737120,2748
1905,sikkim,2018,4,737113,2604
1906,sikkim,2018,4,737103,2161
1907,sikkim,2018,4,737136,1980
1908,sikkim,2018,3,737101,6302
1909,sikkim,2018,3,737102,4818
1910,sikkim,2018,3,737132,4053
1911,sikkim,2018,3,737134,3387
1912,sikkim,2018,3,737135,3199
1913,sikkim,2018,3,737126,2325
1914,sikkim,2018,3,737120,2052
1915,sikkim,2018,3,737113,1970
1916,sikkim,2018,3,737103,1626
1917,sikkim,2018,3,737136,1612
1918,sikkim,2022,1,737101,33157
1919,sikkim,2022,1,737102,23098
1920,sikkim,2022,1,737134,21281
1921,sikkim,2022,1,737132,17728
1922,sikkim,2022,1,737126,16079
1923,sikkim,2022,1,737135,15654
1924,sikkim,2022,1,737113,12301
1925,sikkim,2022,1,737121,10688
1926,sikkim,2022,1,737120,9820
1927,sikkim,2022,1,737103,8440
1928,sikkim,2022,2,737101,34848
1929,sikkim,2022,2,737102,24299
1930,sikkim,2022,2,737134,22433
1931,sikkim,2022,2,737132,18657
1932,sikkim,2022,2,737126,16979
1933,sikkim,2022,2,737135,16506
1934,sikkim,2022,2,737113,13025
1935,sikkim,2022,2,737121,11289
1936,sikkim,2022,2,737120,10381
1937,sikkim,2022,2,737103,8885
1938,sikkim,2022,4,737101,38348
1939,sikkim,2022,4,737102,26669
1940,sikkim,2022,4,737134,24659
1941,sikkim,2022,4,737132,20507
1942,sikkim,2022,4,737126,18512
1943,sikkim,2022,4,737135,18170
1944,sikkim,2022,4,737113,14122
1945,sikkim,2022,4,737121,12204
1946,sikkim,2022,4,737120,11369
1947,sikkim,2022,4,737103,9731
1948,sikkim,2022,3,737101,36580
1949,sikkim,2022,3,737102,25512
1950,sikkim,2022,3,737134,23630
1951,sikkim,2022,3,737132,19633
1952,sikkim,2022,3,737126,17775
1953,sikkim,2022,3,737135,17399
1954,sikkim,2022,3,737113,13634
1955,sikkim,2022,3,737121,11780
1956,sikkim,2022,3,737120,10901
1957,sikkim,2022,3,737103,9349
1958,nagaland,2023,1,797112,54514
1959,nagaland,2023,1,797115,24075
1960,nagaland,2023,1,797001,21311
1961,nagaland,2023,1,797103,19650
1962,nagaland,2023,1,797113,17653
1963,nagaland,2023,1,798601,16150
1964,nagaland,2023,1,798621,15416
1965,nagaland,2023,1,797120,14353
1966,nagaland,2023,1,797111,13451
1967,nagaland,2023,1,798612,12576
1968,nagaland,2023,2,797112,56714
1969,nagaland,2023,2,797115,25083
1970,nagaland,2023,2,797001,22187
1971,nagaland,2023,2,797103,20571
1972,nagaland,2023,2,797113,18355
1973,nagaland,2023,2,798601,16847
1974,nagaland,2023,2,798621,16117
1975,nagaland,2023,2,797120,14966
1976,nagaland,2023,2,797111,14066
1977,nagaland,2023,2,798612,13210
1978,nagaland,2020,1,797112,20343
1979,nagaland,2020,1,797115,7928
1980,nagaland,2020,1,797001,7238
1981,nagaland,2020,1,797103,6476
1982,nagaland,2020,1,797113,6010
1983,nagaland,2020,1,798601,4927
1984,nagaland,2020,1,797120,4924
1985,nagaland,2020,1,797117,3793
1986,nagaland,2020,1,797118,3712
1987,nagaland,2020,1,797111,3534
1988,nagaland,2020,2,797112,23618
1989,nagaland,2020,2,797115,9616
1990,nagaland,2020,2,797001,8487
1991,nagaland,2020,2,797103,7784
1992,nagaland,2020,2,797113,7106
1993,nagaland,2020,2,798601,6168
1994,nagaland,2020,2,797120,5825
1995,nagaland,2020,2,797111,4530
1996,nagaland,2020,2,797117,4398
1997,nagaland,2020,2,797118,4360
1998,nagaland,2020,4,797112,31403
1999,nagaland,2020,4,797115,13893
2000,nagaland,2020,4,797001,12395
2001,nagaland,2020,4,797103,11126
2002,nagaland,2020,4,797113,10273
2003,nagaland,2020,4,798601,9384
2004,nagaland,2020,4,798621,8705
2005,nagaland,2020,4,797120,8363
2006,nagaland,2020,4,797111,7765
2007,nagaland,2020,4,798612,7108
2008,nagaland,2020,3,797112,28305
2009,nagaland,2020,3,797115,12485
2010,nagaland,2020,3,797001,11224
2011,nagaland,2020,3,797103,10053
2012,nagaland,2020,3,797113,9310
2013,nagaland,2020,3,798601,8499
2014,nagaland,2020,3,798621,7957
2015,nagaland,2020,3,797120,7573
2016,nagaland,2020,3,797111,7018
2017,nagaland,2020,3,798612,6295
2018,nagaland,2019,1,797112,10884
2019,nagaland,2019,1,797115,3844
2020,nagaland,2019,1,797001,3735
2021,nagaland,2019,1,797103,3254
2022,nagaland,2019,1,797113,3218
2023,nagaland,2019,1,797120,2536
2024,nagaland,2019,1,798601,2461
2025,nagaland,2019,1,797117,2159
2026,nagaland,2019,1,797118,1945
2027,nagaland,2019,1,797116,1802
2028,nagaland,2019,2,797112,13452
2029,nagaland,2019,2,797115,4763
2030,nagaland,2019,2,797001,4588
2031,nagaland,2019,2,797103,4080
2032,nagaland,2019,2,797113,3926
2033,nagaland,2019,2,797120,3113
2034,nagaland,2019,2,798601,3021
2035,nagaland,2019,2,797117,2542
2036,nagaland,2019,2,797118,2346
2037,nagaland,2019,2,797116,2197
2038,nagaland,2019,4,797112,17953
2039,nagaland,2019,4,797115,6785
2040,nagaland,2019,4,797001,6391
2041,nagaland,2019,4,797103,5601
2042,nagaland,2019,4,797113,5313
2043,nagaland,2019,4,797120,4367
2044,nagaland,2019,4,798601,4286
2045,nagaland,2019,4,797117,3359
2046,nagaland,2019,4,797118,3231
2047,nagaland,2019,4,797116,3045
2048,nagaland,2019,3,797112,15905
2049,nagaland,2019,3,797115,5760
2050,nagaland,2019,3,797001,5505
2051,nagaland,2019,3,797103,4831
2052,nagaland,2019,3,797113,4659
2053,nagaland,2019,3,797120,3738
2054,nagaland,2019,3,798601,3609
2055,nagaland,2019,3,797117,2952
2056,nagaland,2019,3,797118,2805
2057,nagaland,2019,3,797116,2641
2058,nagaland,2021,1,797112,33978
2059,nagaland,2021,1,797115,15033
2060,nagaland,2021,1,797001,13341
2061,nagaland,2021,1,797103,12013
2062,nagaland,2021,1,797113,11089
2063,nagaland,2021,1,798601,10112
2064,nagaland,2021,1,798621,9441
2065,nagaland,2021,1,797120,8954
2066,nagaland,2021,1,797111,8394
2067,nagaland,2021,1,798612,7691
2068,nagaland,2021,2,797112,36359
2069,nagaland,2021,2,797115,16111
2070,nagaland,2021,2,797001,14273
2071,nagaland,2021,2,797103,12957
2072,nagaland,2021,2,797113,11847
2073,nagaland,2021,2,798601,10869
2074,nagaland,2021,2,798621,10141
2075,nagaland,2021,2,797120,9601
2076,nagaland,2021,2,797111,8997
2077,nagaland,2021,2,798612,8290
2078,nagaland,2021,4,797112,41813
2079,nagaland,2021,4,797115,18475
2080,nagaland,2021,4,797001,16383
2081,nagaland,2021,4,797103,15128
2082,nagaland,2021,4,797113,13595
2083,nagaland,2021,4,798601,12642
2084,nagaland,2021,4,798621,11795
2085,nagaland,2021,4,797120,11079
2086,nagaland,2021,4,797111,10498
2087,nagaland,2021,4,798612,9750
2088,nagaland,2021,3,797112,39088
2089,nagaland,2021,3,797115,17302
2090,nagaland,2021,3,797001,15315
2091,nagaland,2021,3,797103,14089
2092,nagaland,2021,3,797113,12707
2093,nagaland,2021,3,798601,11793
2094,nagaland,2021,3,798621,10982
2095,nagaland,2021,3,797120,10343
2096,nagaland,2021,3,797111,9751
2097,nagaland,2021,3,798612,9010
2098,nagaland,2018,1,797112,3362
2099,nagaland,2018,1,797001,1100
2100,nagaland,2018,1,797115,1034
2101,nagaland,2018,1,797113,968
2102,nagaland,2018,1,797103,798
2103,nagaland,2018,1,797120,780
2104,nagaland,2018,1,797117,764
2105,nagaland,2018,1,798601,709
2106,nagaland,2018,1,797118,520
2107,nagaland,2018,1,797116,514
2108,nagaland,2018,2,797112,4838
2109,nagaland,2018,2,797001,1576
2110,nagaland,2018,2,797115,1567
2111,nagaland,2018,2,797113,1440
2112,nagaland,2018,2,797103,1245
2113,nagaland,2018,2,798601,1112
2114,nagaland,2018,2,797120,1068
2115,nagaland,2018,2,797117,1057
2116,nagaland,2018,2,797118,800
2117,nagaland,2018,2,797116,709
2118,nagaland,2018,4,797112,8894
2119,nagaland,2018,4,797115,3022
2120,nagaland,2018,4,797001,2978
2121,nagaland,2018,4,797113,2589
2122,nagaland,2018,4,797103,2549
2123,nagaland,2018,4,797120,2071
2124,nagaland,2018,4,798601,1972
2125,nagaland,2018,4,797117,1752
2126,nagaland,2018,4,797118,1604
2127,nagaland,2018,4,797116,1410
2128,nagaland,2018,3,797112,6815
2129,nagaland,2018,3,797115,2224
2130,nagaland,2018,3,797001,2219
2131,nagaland,2018,3,797113,1964
2132,nagaland,2018,3,797103,1872
2133,nagaland,2018,3,797120,1518
2134,nagaland,2018,3,798601,1503
2135,nagaland,2018,3,797117,1384
2136,nagaland,2018,3,797118,1142
2137,nagaland,2018,3,797116,1036
2138,nagaland,2022,1,797112,44337
2139,nagaland,2022,1,797115,19632
